,StockCode,Total_Sales,Total_Quantity_Purchase,Frequency,Mean_diff_purchase,Description
3155,84926A,210.52000000000004,604,35,11.303030303030303,WAKE UP COCKEREL TILE COASTER
3156,84926D,276.5300000000001,709,35,11.5,LA PALMIERA TILE COASTER
3157,84926E,334.7599999999999,992,40,10.272727272727273,FLOWERS TILE COASTER
3158,84926F,195.21999999999997,430,28,13.76923076923077,PSYCHEDELIC TILE COASTER
3159,84927A,70.45000000000003,50,18,20.61111111111111,WAKE UP COCKEREL TILE HOOK
3160,84927D,52.250000000000014,48,15,28.23076923076923,LA PALMIERA TILE HOOK
3161,84927E,80.16,59,14,27.76923076923077,FLOWERS TILE HOOK
3162,84927F,182.95,299,46,8.627906976744185,PSYCHEDELIC TILE HOOK
3163,84929,637.5599999999987,2412,65,6.527272727272727,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS
3164,84931A,322.5400000000001,135,52,8.272727272727273,PINK SCOTTIE DOG W FLOWER PATTERN
3165,84931B,431.73000000000013,180,51,8.560975609756097,BLUE SCOTTIE DOG W FLOWER PATTERN
3166,84944,1121.91,711,85,6.907407407407407,SET OF 6 KASHMIR FOLKART BAUBLES
3167,84945,8754.629999999985,10557,353,2.0494505494505493,MULTI COLOUR SILVER T-LIGHT HOLDER
3168,84946,25889.629999999965,19246,919,1.3563636363636364,ANTIQUE SILVER T-LIGHT GLASS
3169,84947,10297.269999999991,8706,361,1.8838383838383839,ANTIQUE SILVER TEA GLASS ENGRAVED
3170,84949,7642.439999999987,4801,294,2.0722222222222224,SILVER HANGING T-LIGHT HOLDER
3171,84950,2304.830000000002,3631,122,3.806122448979592,ASSORTED COLOUR T-LIGHT HOLDER
3172,84951A,553.7999999999997,476,94,5.2,SET OF 4 PISTACHIO LOVEBIRD COASTER
3173,84951B,554.7799999999997,451,83,5.777777777777778,SET OF 4 BLACK LOVEBIRD COASTERS
3174,84952A,264.46999999999997,92,26,16.636363636363637,CLEAR LOVE BIRD T-LIGHT HOLDER
3175,84952B,332.1399999999999,186,29,16.90909090909091,BLACK LOVE BIRD T-LIGHT HOLDER
3176,84952C,255.0,144,13,33.81818181818182,MIRROR LOVE BIRD T-LIGHT HOLDER
3177,84963A,171.8,4,1,369.0,PINK PAINTED KASHMIRI CHAIR
3178,84963B,149.85000000000002,3,1,127.0,BLUE PAINTED KASHMIRI CHAIR
3179,84968A,3264.630000000001,272,102,4.670886075949367,SET OF 16 VINTAGE ROSE CUTLERY
3180,84968B,25.5,2,2,133.0,SET OF 16 VINTAGE IVORY CUTLERY
3181,84968C,3585.9900000000007,317,104,4.782051282051282,SET OF 16 VINTAGE PISTACHIO CUTLERY
3182,84968D,1736.3500000000004,160,58,8.155555555555555,SET OF 16 VINTAGE RED CUTLERY
3183,84968E,1722.7400000000005,140,50,8.902439024390244,SET OF 16 VINTAGE BLACK CUTLERY
3184,84968F,1931.1700000000003,178,66,7.510204081632653,SET OF 16 VINTAGE SKY BLUE CUTLERY
3185,84969,2389.5199999999977,558,210,2.7226277372262775,BOX OF 6 ASSORTED COLOUR TEASPOONS
3186,84970L,6831.74999999999,6266,509,1.5606694560669456,SINGLE HEART ZINC T-LIGHT HOLDER
3187,84970S,8168.899999999952,9143,606,1.468503937007874,HANGING HEART ZINC T-LIGHT HOLDER
3188,84971L,4.92,2,1,14.0,LARGE HEART FLOWERS HOOK   
3189,84971S,1561.700000000001,1786,175,2.783582089552239,SMALL HEART FLOWERS HOOK 
3190,84974,397.99999999999983,40,29,12.68,S/2 ZINC HEART DESIGN PLANTERS
3191,84975,8.45,5,2,184.0,HEART SHAPED MIRROR
3192,84976,446.1500000000002,512,37,11.303030303030303,RECTANGULAR SHAPED MIRROR
3193,84977,1.25,1,1,266.0,WIRE FLOWER T-LIGHT HOLDER
3194,84978,16477.529999999966,12512,737,1.3977272727272727,HANGING HEART JAR T-LIGHT HOLDER
3195,84984A,88.35000000000001,19,6,34.0,GREEN PEONY CUSHION COVER
3196,84984B,79.05000000000001,17,5,40.8,RED PEONY CUSHION COVER 
3197,84984D,60.45,13,4,33.75,ORIENTAL RED CUSHION COVER 
3198,84985A,60.900000000000006,42,20,21.941176470588236,SET OF 72 GREEN PAPER DOILIES
3199,84987,4474.0700000000015,3053,336,1.9123711340206186,SET OF 36 TEATIME PAPER DOILIES
3200,84988,6672.6999999999925,4312,512,1.5477178423236515,SET OF 72 PINK HEART PAPER DOILIES
3201,84989A,102.90999999999997,70,43,8.738095238095237,75 GREEN FAIRY CAKE CASES
3202,84990,1.1,2,2,116.5,60 GOLD AND SILVER FAIRY CAKE CASES
3203,84991,9183.719999999981,18214,863,1.3970037453183521,60 TEATIME FAIRY CAKE CASES
3204,84992,6555.329999999997,13360,646,1.5101214574898785,72 SWEETHEART FAIRY CAKE CASES
3205,84993A,186.25000000000009,375,74,5.537313432835821,75 GREEN PETIT FOUR CASES
3206,84993B,24.36,58,18,21.705882352941178,75 BLACK PETIT FOUR CASES
3207,84997A,10812.620000000017,2679,325,1.9735449735449735,CHILDRENS CUTLERY POLKADOT GREEN 
3208,84997B,19098.890000000047,4578,444,1.6726457399103138,CHILDRENS CUTLERY RETROSPOT RED 
3209,84997C,16875.620000000024,4068,402,1.7348837209302326,CHILDRENS CUTLERY POLKADOT BLUE
3210,84997D,22394.290000000045,5424,553,1.4401544401544402,CHILDRENS CUTLERY POLKADOT PINK
3211,85006,57.25,55,9,40.44444444444444,SET 4 NURSERY DES ROUND BOXES
3212,85008,66.12,13,8,46.625,SET OF 3 CONEY ISLAND OVAL BOXES
3213,85014A,6909.989999999995,1182,293,2.0722222222222224,BLACK/BLUE POLKADOT UMBRELLA
3214,85014B,11295.010000000006,1940,376,1.8743718592964824,RED RETROSPOT UMBRELLA
3215,85015,1719.839999999998,2182,145,3.330357142857143,SET OF 12  VINTAGE POSTCARD SET
3216,85016,560.11,563,42,10.08108108108108,SET OF 6 VINTAGE NOTELETS KIT
3217,85017A,13.579999999999997,16,9,53.285714285714285,ENVELOPE 50 ROMANTIC IMAGES
3218,85017B,600.2900000000003,1077,159,3.243478260869565,ENVELOPE 50 BLOSSOM IMAGES
3219,85017C,27.02,50,12,36.9,ENVELOPE 50 CURIOUS IMAGES
3220,85018D,30.6,12,7,74.2,YULETIDE IMAGES S/6 PAPER BOXES
3221,85019A,564.3499999999999,414,33,11.65625,ROMANTIC IMAGES NOTEBOOK SET
3222,85019B,682.97,512,36,9.764705882352942,BLOSSOM  IMAGES NOTEBOOK SET
3223,85019C,270.72,182,11,33.90909090909091,CURIOUS  IMAGES NOTEBOOK SET
3224,85020,188.81,85,22,17.523809523809526,ROUND PINK HEART MIRROR
3225,85023B,235.35000000000008,105,13,27.307692307692307,EAU DE NILE JEWELLED PHOTOFRAME
3226,85024B,289.65,193,12,26.083333333333332,EAU DE NILE JEWELLED PHOTOFRAME
3227,85024C,19.799999999999997,12,9,40.666666666666664,PINK SMALL JEWELLED PHOTOFRAME
3228,85025B,558.4199999999998,331,39,10.305555555555555,EAU DE NILE HEART SHAPE PHOTO FRAME
3229,85025C,522.5600000000001,322,41,10.054054054054054,PINK HEART SHAPE PHOTO FRAME
3230,85026B,70.27,79,11,33.36363636363637,EAU DE NILE JEWELLED T-LIGHT HOLDER
3231,85027L,160.5,70,18,23.0625,FRENCH CHATEAU LARGE PLATTER 
3232,85028L,19.5,10,4,64.25,FRENCH CHATEAU LARGE FRUIT BOWL 
3233,85028S,51.59999999999999,24,8,42.833333333333336,FRENCH CHATEAU SMALL FRUITBOWL
3234,85030,29.249999999999996,15,6,52.8,FRENCH CHATEAU OVAL PLATTER
3235,85031A,45.900000000000006,16,7,51.714285714285715,ROMANTIC IMAGES SCRAP BOOK SET
3236,85031B,4.95,1,1,358.0,BLOSSOM IMAGES SCRAP BOOK SET
3237,85031C,14.850000000000001,3,1,358.0,CURIOUS IMAGES SCRAP BOOK SET
3238,85032A,777.1399999999988,790,136,3.882978723404255,ROMANTIC IMAGES GIFT WRAP SET
3239,85032B,747.7899999999985,798,134,3.731958762886598,BLOSSOM IMAGES GIFT WRAP SET
3240,85032C,719.8399999999984,685,143,3.7628865979381443,CURIOUS IMAGES GIFT WRAP SET
3241,85032D,561.3399999999999,687,94,5.485294117647059,YULETIDE IMAGES GIFT WRAP SET
3242,85034A,940.0199999999999,504,86,7.037735849056604,3 GARDENIA MORRIS BOXED CANDLES
3243,85034B,1642.0699999999995,950,125,5.3478260869565215,3 WHITE CHOC MORRIS BOXED CANDLES
3244,85034C,1805.0,1133,169,4.881578947368421,3 ROSE MORRIS BOXED CANDLES
3245,85035A,811.99,281,89,6.098360655737705,GARDENIA 3 WICK MORRIS BOXED CANDLE
3246,85035B,1066.82,621,72,7.173076923076923,CHOCOLATE 3 WICK MORRIS BOX CANDLE
3247,85035C,1787.8799999999999,1153,138,5.04054054054054,ROSE 3 WICK MORRIS BOX CANDLE
3248,85036A,775.9299999999998,225,71,7.215686274509804,GARDENIA 1 WICK MORRIS BOXED CANDLE
3249,85036B,617.9,370,53,10.305555555555555,CHOCOLATE 1 WICK MORRIS BOX CANDLE
3250,85036C,1104.8600000000001,758,92,6.15,ROSE 1 WICK MORRIS BOXED CANDLE
3251,85038,2179.660000000001,1065,149,3.621359223300971,6 CHOCOLATE LOVE HEART T-LIGHTS
3252,85039A,1145.7300000000002,746,193,2.8257575757575757,SET/4 RED MINI ROSE CANDLE IN BOWL
3253,85039B,1174.63,806,173,3.2,S/4 IVORY MINI ROSE CANDLE IN BOWL
3254,85039C,265.7699999999998,305,67,6.344827586206897,S/4 BLACK MINI ROSE CANDLE IN BOWL
3255,85040A,1715.899999999998,922,192,2.698529411764706,S/4 PINK FLOWER CANDLES IN BOWL
3256,85040B,229.46999999999994,137,36,11.65625,SET/4 BLUE FLOWER CANDLES IN BOWL
3257,85045,191.09999999999997,42,11,37.3,GREEN CHRISTMAS TREE STRING 20LIGHT
3258,85047,19.049999999999997,3,2,159.0,WHITE BEADED GARLAND STRING 20LIGHT
3259,85048,10910.609999999991,1359,263,3.621359223300971,15CM CHRISTMAS GLASS BALL 20 LIGHTS
3260,85049A,4660.2,3249,367,2.7028985507246377,TRADITIONAL CHRISTMAS RIBBONS
3261,85049B,72.41999999999999,56,15,26.5,LUSH GREENS RIBBONS
3262,85049C,1520.6500000000005,1218,232,2.375796178343949,ROMANTIC PINKS RIBBONS 
3263,85049D,702.4100000000001,551,113,4.493975903614458,BRIGHT BLUES RIBBONS 
3264,85049E,4151.820000000001,2975,463,1.865,SCANDINAVIAN REDS RIBBONS
3265,85049F,477.34000000000003,378,91,5.166666666666667,BABY BOOM RIBBONS 
3266,85049G,2284.360000000003,1728,326,2.0382513661202184,CHOCOLATE BOX RIBBONS 
3267,85049H,870.3500000000013,849,188,3.0080645161290325,URBAN BLACK RIBBONS 
3268,85053,3666.289999999994,1701,330,1.9631578947368422,FRENCH ENAMEL CANDLEHOLDER
3269,85054,1436.5300000000013,589,118,3.989247311827957,FRENCH ENAMEL POT W LID
3270,85055,183.71000000000004,45,16,28.53846153846154,FRENCH ENAMEL UTENSIL HOLDER
3271,85059,1273.110000000001,411,129,3.863157894736842,FRENCH ENAMEL WATER BASIN
3272,85061W,1897.450000000002,2164,175,2.9291338582677167,WHITE JEWELLED HEART DECORATION
3273,85062,2449.300000000002,1474,162,2.975806451612903,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR
3274,85064,976.25,215,30,20.72222222222222,CREAM SWEETHEART LETTER RACK
3275,85066,22708.949999999975,1793,529,1.5435684647302905,CREAM SWEETHEART MINI CHEST
3276,85067,126.65,7,5,124.33333333333333,CREAM SWEETHEART WALL CABINET
3277,85071A,583.2299999999998,1041,113,4.782051282051282,BLUE CHARLIE+LOLA PERSONAL DOORSIGN
3278,85071B,688.9099999999994,1301,132,4.144444444444445,RED CHARLIE+LOLA PERSONAL DOORSIGN
3279,85071C,427.99999999999966,683,106,4.604938271604938,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN"
3280,85071D,249.48999999999975,403,86,5.8125,CHARLIE+LOLA MY ROOM DOOR SIGN
3281,85078,696.7999999999989,1932,124,4.215909090909091,SCANDINAVIAN 3 HEARTS NAPKIN RING
3282,85084,17.0,20,7,91.0,HOLLY TOP CHRISTMAS STOCKING
3283,85086A,122.07999999999988,146,50,10.4,CANDY SPOT HEART DECORATION
3284,85087,1129.9899999999989,339,125,4.181818181818182,CANDY SPOT CUSHION COVER
3285,85088,534.8299999999999,259,52,8.113636363636363,CANDY SPOT HAND BAG
3286,85089,41.30000000000001,14,6,67.6,CANDY SPOT BUNNY
3287,85092,40.05,27,2,152.5,CANDY SPOT TEA COSY
3288,85093,475.1800000000002,708,89,5.841269841269841,CANDY SPOT EGG WARMER HARE
3289,85094,242.3200000000001,641,91,5.575757575757576,CANDY SPOT EGG WARMER RABBIT
3290,85095,243.49,150,48,9.564102564102564,THREE CANVAS LUGGAGE TAGS
3291,85096,109.22999999999999,25,17,23.0,HILDA CANDY SPOT RABBIT
3292,85099B,94340.0500000021,48474,2112,1.2433333333333334,JUMBO BAG RED RETROSPOT
3293,85099C,28092.199999999917,13922,946,1.3087719298245615,JUMBO  BAG BAROQUE BLACK WHITE
3294,85099F,32802.52999999995,17319,834,1.4075471698113207,JUMBO BAG STRAWBERRY
3295,85103,924.29,143,28,16.272727272727273,SILVER T-LIGHT SETTING
3296,85104,525.75,201,17,24.866666666666667,SILVER GLASS T-LIGHT SET
3297,85106,1147.41,651,21,21.88235294117647,CUT GLASS HEXAGON T-LIGHT HOLDER
3298,85107,546.49,251,31,14.038461538461538,CUT GLASS T-LIGHT HOLDER OCTAGON
3299,85109,10.2,12,1,355.0,PINK BOUDOIR T-LIGHT HOLDER
3300,85111,441.07000000000016,1421,60,7.729166666666667,SILVER GLITTER FLOWER VOTIVE HOLDER
3301,85114A,1266.9100000000003,698,71,5.7384615384615385,BLACK ENCHANTED FOREST PLACEMAT
3302,85114B,1022.9999999999995,514,92,4.7215189873417724,IVORY ENCHANTED FOREST PLACEMAT
3303,85114C,1454.8800000000003,678,113,4.3882352941176475,RED ENCHANTED FOREST PLACEMAT
3304,85115B,24.869999999999997,3,1,59.0,S/4 BLACK DISCO PARTITION PANEL
3305,85116,1106.8800000000003,941,90,5.253521126760563,BLACK CANDELABRA T-LIGHT HOLDER
3306,85118,144.51999999999998,146,10,52.285714285714285,HEART T-LIGHT HOLDER
3307,85119,3.36,1,1,367.0,WATERING CAN SINGLE HOOK PISTACHIO
3308,85123A,106471.27999999831,37952,2332,1.222950819672131,WHITE HANGING HEART T-LIGHT HOLDER
3309,85124B,264.06,93,39,10.333333333333334,BLUE JUICY FRUIT PHOTO FRAME
3310,85124C,261.8900000000001,94,39,11.625,GREEN JUICY FRUIT PHOTO FRAME
3311,85125,770.2900000000002,163,34,13.142857142857142,SMALL ROUND CUT GLASS CANDLESTICK
3312,85126,27.14,2,1,353.0,LARGE ROUND CUTGLASS CANDLESTICK
3313,85127,1106.54,187,52,8.674418604651162,SMALL SQUARE CUT GLASS CANDLESTICK
3314,85129B,168.59000000000003,119,31,13.178571428571429,BEADED CRYSTAL HEART GREEN SMALL
3315,85129C,107.30999999999996,80,15,24.733333333333334,BEADED CRYSTAL HEART BLUE SMALL
3316,85129D,343.9899999999998,208,66,6.781818181818182,BEADED CRYSTAL HEART PINK SMALL
3317,85130A,127.04999999999997,77,10,46.375,BEADED PEARL HEART WHITE LARGE
3318,85130B,760.4300000000003,834,62,6.796296296296297,BEADED CRYSTAL HEART GREEN LARGE
3319,85130C,438.87,483,48,7.878048780487805,BEADED CRYSTAL HEART BLUE  LARGE
3320,85130D,569.29,565,63,6.709090909090909,BEADED CRYSTAL HEART PINK LARGE
3321,85131A,901.4800000000001,996,119,4.032608695652174,BEADED PEARL HEART WHITE ON STICK
3322,85131B,521.1100000000004,623,172,2.984,BEADED CRYSTAL HEART GREEN ON STICK
3323,85131C,178.85,193,50,8.55813953488372,BEADED CRYSTAL HEART BLUE ON STICK
3324,85131D,725.2600000000008,850,206,2.8257575757575757,BEADED CRYSTAL HEART PINK ON STICK
3325,85132A,1657.8700000000003,555,119,5.828125,CHARLIE + LOLA BISCUITS TINS
3326,85132B,1230.78,538,84,7.75,CHARLIE AND LOLA TABLE TINS
3327,85132C,3587.1900000000014,1523,215,3.3513513513513513,CHARLIE AND LOLA FIGURES TINS
3328,85135A,151.04999999999998,19,8,50.42857142857143,YELLOW DRAGONFLY HELICOPTER
3329,85135B,524.5499999999997,65,46,12.03225806451613,BLUE DRAGONFLY HELICOPTER
3330,85135C,856.38,106,68,7.9361702127659575,RED DRAGONFLY HELICOPTER
3331,85136A,580.3599999999999,72,55,8.674418604651162,YELLOW SHARK HELICOPTER
3332,85136B,15.9,2,2,181.0,BLUE SHARK HELICOPTER
3333,85136C,421.1799999999998,52,36,13.321428571428571,RED SHARK HELICOPTER
3334,85141,635.74,124,43,13.296296296296296,JARDIN ETCHED GLASS FRUITBOWL
3335,85144,586.5999999999997,222,44,11.625,JARDIN ETCHED GLASS CHEESE DISH
3336,85145,167.70000000000002,38,14,23.545454545454547,JARDIN ETCHED GLASS LARGE BELL JAR
3337,85146,171.11000000000004,45,10,44.875,JARDIN ETCHED GLASS SMALL BELL JAR
3338,85150,9388.529999999997,4039,481,1.9631578947368422,LADIES & GENTLEMEN METAL SIGN
3339,85152,15983.330000000042,8272,683,1.5224489795918368,HAND OVER THE CHOCOLATE   SIGN 
3340,85159A,783.3499999999998,453,47,9.073170731707316,"BLACK TEA,COFFEE,SUGAR JARS"
3341,85159B,1134.5,622,59,6.428571428571429,"WHITE TEA,COFFEE,SUGAR JARS"
3342,85160A,23.63,7,2,176.5,WHITE BIRD GARDEN DESIGN MUG
3343,85160B,62.239999999999995,106,17,20.6875,BLACK BIRD GARDEN DESIGN MUG
3344,85161,568.65,35,21,19.5,ACRYLIC GEOMETRIC LAMP
3345,85163A,558.9999999999999,66,32,12.310344827586206,WHITE BAROQUE WALL CLOCK 
3346,85163B,783.6800000000002,84,36,13.222222222222221,BLACK BAROQUE WALL CLOCK 
3347,85167B,109.94,50,8,46.375,BLACK GRAND BAROQUE PHOTO FRAME
3348,85168B,432.78999999999996,51,35,11.689655172413794,BLACK BAROQUE CARRIAGE CLOCK
3349,85169A,813.0199999999998,812,89,5.537313432835821,IVORY LOVE BIRD CANDLE
3350,85169B,356.05999999999995,329,62,7.612244897959184,BLACK LOVE BIRD CANDLE
3351,85169C,452.85999999999996,429,46,10.027027027027026,EAU DE NIL LOVE BIRD CANDLE
3352,85169D,356.08,351,50,8.833333333333334,PINK LOVE BIRD CANDLE
3353,85170A,2.1,1,1,367.0,SET/6 IVORY BIRD T-LIGHT CANDLES
3354,85170B,316.75000000000006,215,39,10.194444444444445,SET/6 BLACK BIRD T-LIGHT CANDLES
3355,85170C,608.5300000000002,335,72,5.919354838709677,SET/6 EAU DE NIL BIRD T-LIGHTS
3356,85170D,796.9900000000007,451,100,4.440476190476191,SET/6 PINK BIRD T-LIGHT CANDLES
3357,85172,583.1200000000003,1346,47,9.097560975609756,HYACINTH BULB T-LIGHT CANDLES
3358,85173,795.0199999999998,479,87,5.477611940298507,SET/6 FROG PRINCE T-LIGHT CANDLES
3359,85174,2946.8799999999965,617,161,3.518867924528302,S/4 CACTI CANDLES
3360,85175,2292.3400000000015,5353,144,3.4444444444444446,CACTI T-LIGHT CANDLES
3361,85176,880.4699999999998,918,172,3.134453781512605,SEWING SUSAN 21 NEEDLE SET
3362,85177,645.0600000000002,813,64,6.322033898305085,BASKET OF FLOWERS SEWING KIT
3363,85178,2823.830000000001,2519,142,3.806122448979592,VICTORIAN SEWING KIT
3364,85179A,383.2499999999999,194,60,8.785714285714286,GREEN BITTY LIGHT CHAIN
3365,85179C,201.31000000000003,106,36,12.033333333333333,PINK BITTY LIGHT CHAIN
3366,85180A,1042.6599999999999,503,64,9.72972972972973,RED HEARTS LIGHT CHAIN 
3367,85180B,587.1999999999997,271,48,11.06060606060606,PINK HEARTS LIGHT CHAIN 
3368,85183A,852.0400000000001,667,88,5.46969696969697,CHARLIE & LOLA WASTEPAPER BIN BLUE
3369,85183B,1323.37,996,119,4.0989010989010985,CHARLIE & LOLA WASTEPAPER BIN FLORA
3370,85184C,3009.219999999994,1658,199,3.2719298245614037,S/4 VALENTINE DECOUPAGE HEART BOX
3371,85185B,926.9400000000006,306,80,6.2,PINK HORSE SOCK PUPPET
3372,85185D,44.250000000000014,15,8,46.5,FROG SOCK PUPPET
3373,85186A,293.8000000000001,615,81,7.46,EASTER BUNNY GARLAND OF FLOWERS
3374,85186C,269.17000000000013,528,79,6.918367346938775,BUNNY EGG GARLAND
3375,85187,556.5299999999996,337,71,7.38,S/12 MINI RABBIT EASTER
3376,85188A,278.17,319,42,9.757575757575758,GREEN METAL SWINGING BUNNY
3377,85188B,68.7,78,10,36.1,PINK METAL SWINGING BUNNY
3378,85189,7.6499999999999995,9,4,110.0,HANGING BUTTERFLY  EGG
3379,85194L,823.74,948,74,7.346938775510204,HANGING SPRING FLOWER EGG LARGE
3380,85194S,489.16999999999985,1197,72,5.827586206896552,HANGING SPRING FLOWER EGG SMALL
3381,85195,23.1,11,3,120.0,HANGING HEART BASKET
3382,85197,73.50000000000003,35,20,20.75,SET OF 12 MINI BUNNIES IN A BUCKET
3383,85198,74.58,90,9,40.75,ASSORTED FARMYARD ANIMALS IN BUCKET
3384,85199L,663.4300000000002,977,95,4.493975903614458,LARGE HANGING IVORY & RED WOOD BIRD
3385,85199S,1305.2500000000007,2667,274,2.5374149659863945,SMALL HANGING IVORY/RED WOOD BIRD
3386,85200,228.75,183,27,14.217391304347826,BUNNY EGG BOX
3387,85202,314.8100000000002,676,116,4.54320987654321,HANGING WOOD AND FELT HEART
3388,85203,409.41000000000025,896,133,4.122222222222222,HANGING WOOD AND FELT BUTTERFLY 
3389,85204,325.9599999999999,2055,106,4.27906976744186,HANGING WOOD AND FELT FLOWER
3390,85205B,323.15,122,30,14.875,PINK FELT EASTER RABBIT GARLAND
3391,85206A,1572.230000000001,976,117,7.530612244897959,CREAM FELT EASTER EGG BASKET
3392,85206B,23.099999999999998,14,4,82.5,PINK FELT EASTER EGG BASKET
3393,85208,419.00999999999993,224,49,9.225,SET/12 FUNKY FELT FLOWER PEG IN BAG
3394,85211,175.16,149,26,15.166666666666666,S/4 GROOVY CAT MAGNETS
3395,85212,761.4000000000007,2476,82,5.485294117647059,MINI PAINTED GARDEN DECORATION 
3396,85213,334.03000000000003,841,34,12.655172413793103,MINI  ZINC GARDEN DECORATIONS 
3397,85214,271.0399999999999,164,58,7.914893617021277,TUB 24 PINK FLOWER PEGS
3398,85215,180.71,223,18,20.5,ASSORTED CHEESE FRIDGE MAGNETS
3399,85216,35.74999999999999,55,8,46.5,ASSORTED CAKES FRIDGE MAGNETS
3400,85224,6.300000000000001,3,1,261.0,ASSORTED COLOUR SILK GLASSES CASE
3401,85225,6.25,6,3,75.0,BLING KEY RING STAND
3402,85227,1368.7500000000025,1488,237,2.8257575757575757,SET OF 6 3D KIT CARDS FOR KIDS
3403,85230A,203.28,840,18,19.666666666666668,OPIUM SCENTED VOTIVE CANDLE
3404,85230B,333.19999999999993,1288,39,10.6,CINNAMON SCENTED VOTIVE CANDLE
3405,85230E,267.45,1101,24,15.166666666666666,STRAWBRY SCENTED VOTIVE CANDLE
3406,85230F,90.33999999999997,338,12,30.916666666666668,JASMINE VOTIVE CANDLE
3407,85230G,257.04,1032,25,15.25,ORANGE VOTIVE CANDLE
3408,85231B,782.5000000000001,871,157,3.4220183486238533,CINAMMON SET OF 9 T-LIGHTS
3409,85231G,511.04999999999967,600,88,5.328571428571428,ORANGE SCENTED SET/9 T-LIGHTS
3410,85232A,389.55,78,29,14.875,SET/3 POLKADOT STACKING TINS
3411,85232B,1361.25,275,14,41.44444444444444,SET OF 3 BABUSHKA STACKING TINS
3412,85232D,997.4700000000008,194,70,6.216666666666667,SET/3 DECOUPAGE STACKING TINS
3413,90000A,77.91000000000001,13,8,36.5,RASPBERRY ANT COPPER FLOWER NECKLAC
3414,90000B,67.83,11,7,52.42857142857143,MIDNIGHT BLUE COPPER FLOWER NECKLAC
3415,90000D,129.85000000000002,21,14,26.5,COPPER/OLIVE GREEN FLOWER NECKLACE
3416,90001A,20.950000000000003,5,4,71.0,ANTIQUE RASPBERRY FLOWER EARRINGS
3417,90001B,21.15,5,3,59.666666666666664,ANTIQUE MID BLUE FLOWER EARRINGS
3418,90001C,21.130000000000003,5,5,73.4,ANTIQUE OPAL WHITE FLOWER EARRINGS
3419,90001D,29.73,7,5,73.6,ANTIQUE OLIVE GREEN FLOWER EARRINGS
3420,90002D,48.71,13,9,41.333333333333336,FLOWER BURST SILVER RING CRYSTAL
3421,90003B,56.309999999999995,15,10,40.77777777777778,ROSE COLOUR PAIR HEART HAIR SLIDES
3422,90003C,119.84000000000002,32,24,16.217391304347824,MIDNIGHT BLUE PAIR HEART HAIR SLIDE
3423,90003D,112.26,30,16,22.625,CRYSTAL PAIR HEART HAIR SLIDES
3424,90003E,86.10999999999999,23,14,28.53846153846154,GREEN PAIR HEART HAIR SLIDES
3425,90005A,28.02,14,10,45.875,JADE GREEN ENAMEL HAIR COMB
3426,90010A,167.3,18,15,24.733333333333334,MIDNIGHT BLUE GLASS/SILVER BRACELET
3427,90010B,100.09,11,7,53.0,BLACK/WHITE GLASS/SILVER BRACELET
3428,90010E,227.89000000000007,25,16,23.0,AMBER GLASS/SILVER BRACELET
3429,90011A,17.51,6,6,58.5,MIDNIGHT BLUE CRYSTAL DROP EARRINGS
3430,90011B,35.27,12,7,50.57142857142857,BLACK CRYSTAL DROP EARRINGS
3431,90011C,5.8,2,2,78.0,GREEN CRYSTAL DROP EARRINGS
3432,90011D,8.76,3,3,119.0,PURPLE CRYSTAL DROP EARRINGS
3433,90011E,8.76,3,3,110.33333333333333,AMBER CRYSTAL DROP EARRINGS
3434,90012A,53.760000000000005,11,5,71.4,MIDNIGHT BLUE DROP CRYSTAL NECKLACE
3435,90012B,45.35000000000001,13,3,119.33333333333333,BLACK DROP CRYSTAL NECKLACE
3436,90013A,195.32,52,32,13.142857142857142,MIDNIGHT BLUE VINTAGE EARRINGS
3437,90013B,149.41000000000008,36,31,12.862068965517242,BLACK VINTAGE EARRINGS
3438,90013C,158.08000000000004,39,28,14.153846153846153,GREEN VINTAGE EARRINGS 
3439,90013D,25.17,6,3,117.0,PURPLE VINTAGE EARRINGS
3440,90014A,217.58999999999997,27,21,17.0,SILVER/MOP ORBIT NECKLACE
3441,90014B,158.73999999999995,17,15,24.533333333333335,GOLD M PEARL  ORBIT NECKLACE
3442,90014C,43.2,5,4,63.25,['SILVER AND BLACK ORBIT NECKLACE' 'SILVER/BLACK ORBIT NECKLACE']
3443,90016A,105.71000000000001,17,7,45.142857142857146,SILVER/M.O.P PENDANT ORBIT NECKLACE
3444,90016B,184.65999999999997,22,19,17.555555555555557,GOLD/M.O.P PENDANT ORBIT NECKLACE
3445,90016C,24.96,3,3,93.66666666666667,SILVER/BLACK PENDANT ORBIT NECKLACE
3446,90018A,193.3300000000001,46,37,10.970588235294118,SILVER M.O.P ORBIT DROP EARRINGS
3447,90018B,92.28000000000003,22,17,21.941176470588236,GOLD M.O.P ORBIT DROP EARRINGS
3448,90018C,50.4,12,9,22.11111111111111,SILVER BLACK ORBIT DROP EARRINGS
3449,90019A,197.09000000000006,38,27,14.68,SILVER M.O.P ORBIT BRACELET
3450,90019B,96.52000000000004,18,18,20.72222222222222,GOLD M.O.P ORBIT BRACELET
3451,90019C,68.73,13,11,36.7,SILVER BLACK ORBIT BRACELET
3452,90020,12.48,1,1,101.0,FILIGREE DIAMANTE CHAIN
